ReactivityImage2,ImageCategory,SoundFile,CorrectAns,PictureRatings_2,reac_2_loop.thisRepN,reac_2_loop.thisTrialN,reac_2_loop.thisN,reac_2_loop.thisIndex,prt_2_loop.thisRepN,prt_2_loop.thisTrialN,prt_2_loop.thisN,prt_2_loop.thisIndex,slide1_headphones.started,slide1_headphones.stopped,slide1_headphones_resp.keys,slide1_headphones_resp.rt,slide1_headphones_resp.started,slide1_headphones_resp.stopped,reac_info_1.started,reac_info_1.stopped,reac_info_1_resp.keys,reac_info_1_resp.rt,reac_info_1_resp.started,reac_info_1_resp.stopped,reac_info_2.started,reac_info_2.stopped,reac_info_2_resp.keys,reac_info_2_resp.rt,reac_info_2_resp.started,reac_info_2_resp.stopped,reac_info_3.started,reac_info_3.stopped,reac_info_3_resp.keys,reac_info_3_resp.rt,reac_info_3_resp.started,reac_info_3_resp.stopped,blank_5seconds.started,blank_5seconds.stopped,reac_2_image.started,reac_2_image.stopped,reac_2_sound.started,reac_2_sound.stopped,reac_2_keys.keys,reac_2_keys.corr,reac_2_keys.rt,reac_2_keys.started,reac_2_keys.stopped,blank_1second.started,blank_1second.stopped,postreac2_slide1_text.started,postreac2_slide1_text.stopped,postreac2_slide1_resp.keys,postreac2_slide1_resp.rt,postreac2_slide1_resp.started,postreac2_slide1_resp.stopped,postreac2_slide2_text.started,postreac2_slide2_text.stopped,postreac2_slide2_resp.keys,postreac2_slide2_resp.rt,postreac2_slide2_resp.started,postreac2_slide2_resp.stopped,postreac2_slide3_text.started,postreac2_slide3_text.stopped,postreac2_slide3_resp.keys,postreac2_slide3_resp.rt,postreac2_slide3_resp.started,postreac2_slide3_resp.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_15.started,text_15.stopped,prt_2_vas.response,prt_2_vas.rt,prt_2_vas.started,prt_2_vas.stopped,prt_2_vas_guide.started,prt_2_vas_guide.stopped,prt_2_vas_instructions.started,prt_2_vas_instructions.stopped,blank_10seconds.started,blank_10seconds.stopped,pleasewait_text.started,pleasewait_text.stopped,pleasewait_resp.keys,pleasewait_resp.rt,pleasewait_resp.started,pleasewait_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,14.009160101666566,None,space,10.859057446392399,14.009160101666566,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,,,,,,,,,,,,,,,,,,,24.88389482499042,None,space,46.33051363093182,27.88693887766931,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,,,,,,,,,,,,,,,,,,,,,,,,,74.233118367707,None,space,3.503966643120293,77.23632827934307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.75662902489603,None,space,1.6024649284918269,85.76128299113407,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7009.jpg,Neutral,sounds/high 1 second.wav,num_2,,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3795670179843,None,92.45528824153189,None,92.45528824153189,None,num_2,1,3.1665668608384294,92.45528824153189,None,98.39061887324715,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/9102.jpg,Unpleasant,sounds/high 1 second.wav,num_2,,0,1,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.43027959553183,None,99.43027959553183,None,num_1,0,3.131802883841374,99.43027959553183,None,105.38085693192807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/1419.jpg,Pleasant,sounds/low 4 second.wav,num_1,,0,2,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.42220779302806,None,106.42220779302806,None,None,0,,106.42220779302806,None,112.37117040835801,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7130.jpg,Neutral,sounds/low 1 second.wav,num_1,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.41408040373426,None,113.41408040373426,None,num_1,1,2.6951365166423784,113.41408040373426,None,119.36147847634493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2590.jpg,Unpleasant,sounds/low 4 second.wav,num_1,,0,4,4,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4028395533951,None,120.4028395533951,None,num_1,1,5.348463055368484,120.4028395533951,None,126.36907824185982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/6220.jpg,Unpleasant,sounds/high 4 second.wav,num_2,,0,5,5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.41333193514947,None,127.41333193514947,None,num_2,1,5.44642410195047,127.41333193514947,None,133.37558490070478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7161.jpg,Neutral,sounds/low 4 second.wav,num_1,,0,6,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.4170691700947,None,134.4170691700947,None,num_1,1,5.315444803971332,134.4170691700947,None,140.3660107525884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2850.jpg,Neutral,sounds/high 4 second.wav,num_2,,0,7,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.40709690038966,None,141.40709690038966,None,num_2,1,5.649535219337849,141.40709690038966,None,147.35631100837782,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/5594.jpg,Pleasant,sounds/high 1 second.wav,num_2,,0,8,8,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.39669916640923,None,148.39669916640923,None,num_2,1,2.380382190714954,148.39669916640923,None,154.3631502865428,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2357.jpg,Neutral,sounds/high 1 second.wav,num_2,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.40534486493743,None,155.40534486493743,None,num_2,1,2.37866531014879,155.40534486493743,None,161.37007189324686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2441.jpg,Neutral,sounds/low 1 second.wav,num_1,,0,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.41194737343358,None,162.41194737343358,None,num_1,1,2.563378703169292,162.41194737343358,None,168.36036313496334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7481.jpg,Pleasant,sounds/low 4 second.wav,num_1,,0,11,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.4012879308466,None,169.4012879308466,None,num_1,1,5.449637318744863,169.4012879308466,None,175.36753262869388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/5510.jpg,Neutral,sounds/high 1 second.wav,num_2,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.4047703679753,None,176.4047703679753,None,num_2,1,2.466880340274656,176.4047703679753,None,182.35765049972542,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7052.jpg,Neutral,sounds/high 4 second.wav,num_2,,0,13,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.39860984955885,None,183.39860984955885,None,num_2,1,5.583054623182761,183.39860984955885,None,189.34805982580656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7090.jpg,Neutral,sounds/low 4 second.wav,num_1,,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.38861173950863,None,190.38861173950863,None,num_1,1,5.600546733614465,190.38861173950863,None,196.35512415534322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7950.jpg,Neutral,sounds/low 4 second.wav,num_1,,0,15,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.37864698153135,None,197.37864698153135,None,num_1,1,5.283339978708682,197.37864698153135,None,203.3454688805632,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/8162.jpg,Pleasant,sounds/high 4 second.wav,num_2,,0,16,16,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.36964763084507,None,204.36964763084507,None,num_2,1,5.433508737191005,204.36964763084507,None,210.33576973729032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2057.jpg,Pleasant,sounds/high 1 second.wav,num_2,,0,17,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.356860866872,None,211.356860866872,None,num_2,1,2.515824957506993,211.356860866872,None,217.3260480588342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2387.jpg,Pleasant,sounds/low 1 second.wav,num_1,,0,18,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.36719490139876,None,218.36719490139876,None,num_1,1,2.6466486124791118,218.36719490139876,None,224.31634891556132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7030.jpg,Neutral,sounds/low 4 second.wav,num_1,,0,19,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.3567073271497,None,225.3567073271497,None,num_1,1,5.933022127446748,225.3567073271497,None,231.32290785603618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2722.jpg,Unpleasant,sounds/low 1 second.wav,num_1,,0,20,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.36651974728193,None,232.36651974728193,None,num_1,1,2.3608760357547,232.36651974728193,None,238.31362155733768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2890.jpg,Neutral,sounds/high 1 second.wav,num_2,,0,21,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.35161317364873,None,239.35161317364873,None,num_2,1,2.4669740866411303,239.35161317364873,None,245.32049899508092,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/9265.jpg,Unpleasant,sounds/low 4 second.wav,num_1,,0,22,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.3629546811444,None,246.3629546811444,None,num_1,1,5.347993121660693,246.3629546811444,None,252.31061987080466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7004.jpg,Neutral,sounds/high 4 second.wav,num_2,,0,23,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.35272190471005,None,253.35272190471005,None,num_2,1,5.448677620368471,253.35272190471005,None,259.30110731885725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/9210.jpg,Neutral,sounds/low 1 second.wav,num_1,,0,24,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.34123286687463,None,260.34123286687463,None,num_1,1,2.330704128355137,260.34123286687463,None,266.2914198938797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2540.jpg,Pleasant,sounds/low 1 second.wav,num_1,,0,25,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.33089342390303,None,267.33089342390303,None,num_1,1,2.53148420629077,267.33089342390303,None,273.2986185331156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7006.jpg,Neutral,sounds/high 1 second.wav,num_2,,0,26,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.33781112450924,None,274.33781112450924,None,num_2,1,2.4147639709881332,274.33781112450924,None,280.3051239900851,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/9330.jpg,Unpleasant,sounds/high 4 second.wav,num_2,,0,27,27,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.3319111128203,None,281.3319111128203,None,num_2,1,5.480718145241553,281.3319111128203,None,287.3121603759955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7036.jpg,Neutral,sounds/high 4 second.wav,num_2,,0,28,28,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.3556298448766,None,288.3556298448766,None,num_2,1,5.397232198631173,288.3556298448766,None,294.3027776267081,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7040.jpg,Neutral,sounds/high 4 second.wav,num_2,,0,29,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.3452705709424,None,295.3452705709424,None,num_2,1,5.231491327409458,295.3452705709424,None,301.2931289622484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/1910.jpg,Pleasant,sounds/high 1 second.wav,num_2,,0,30,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.33181436176346,None,302.33181436176346,None,num_2,1,4.116375597219303,302.33181436176346,None,308.2834475466552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2456.jpg,Unpleasant,sounds/high 1 second.wav,num_2,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.332097403676,None,309.332097403676,None,num_2,1,2.5389283287986473,309.332097403676,None,315.29030515343584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/1590.jpg,Pleasant,sounds/low 1 second.wav,num_1,,0,32,32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.33271276443884,None,316.33271276443884,None,num_1,1,2.596005443298054,316.33271276443884,None,322.2806820288515,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2900.jpg,Unpleasant,sounds/low 1 second.wav,num_1,,0,33,33,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.3202493052395,None,323.3202493052395,None,num_1,1,2.4481701280219568,323.3202493052395,None,329.2709324067673,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7217.jpg,Neutral,sounds/low 4 second.wav,num_1,,0,34,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.31024488533876,None,330.31024488533876,None,num_1,1,5.401266597538779,330.31024488533876,None,336.2612350663094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/9342.jpg,Unpleasant,sounds/high 1 second.wav,num_2,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.30440046043805,None,337.30440046043805,None,num_2,1,2.3612660446760856,337.30440046043805,None,343.268518437837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/9001.jpg,Unpleasant,sounds/low 1 second.wav,num_1,,0,36,36,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.2934513656164,None,344.2934513656164,None,num_1,1,2.829501801161314,344.2934513656164,None,350.25880186735594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2840.jpg,Neutral,sounds/low 1 second.wav,num_1,,0,37,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.30112144090526,None,351.30112144090526,None,num_1,1,2.445037136481915,351.30112144090526,None,357.26572107030734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/7010.jpg,Neutral,sounds/low 1 second.wav,num_1,,0,38,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.30652207291314,None,358.30652207291314,None,num_1,1,2.4132144517225242,358.30652207291314,None,364.25595131679074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
images/2339.jpg,Pleasant,sounds/high 4 second.wav,num_2,,0,39,39,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.287504781214,None,365.287504781214,None,num_2,1,5.476578882609829,365.287504781214,None,371.2460905211301,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.27749855850016,None,space,3.871236361330375,375.3001851791196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.18749423474947,None,space,4.154889729334172,384.19251116768646,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.3634210092223,None,space,1.035038605774389,391.3664428271859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Pleasant,,,images/2347.jpg,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,392.4174183152154,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.47667503272896,403.44504765290003,403.44504765290003,None,num_1,2.603573659553149,403.44504765290003,None,403.44504765290003,None,35,2.362,0.002726156348217046,None,406.07728937189677,None,406.07728937189677,None,408.4498025767625,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Neutral,,,images/2200.jpg,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.4831224991576,424.44922116901034,424.44922116901034,None,num_2,1.635968437520205,424.44922116901034,None,424.44922116901034,None,-15,4.222,0.013087233097394346,None,426.110703942064,None,426.110703942064,None,430.3549144278968,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Pleasant,,,images/4643.jpg,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.3906005446297,446.35452772413555,446.35452772413555,None,num_5,1.7357347025917989,446.35452772413555,None,446.35452772413555,None,11,2.72,0.013247383138150326,None,448.1155517108855,None,448.1155517108855,None,450.85853493058676,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Unpleasant,,,images/2799.jpg,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.89739159750025,466.84152687591086,466.8584054283947,None,num_6,1.9027186145722226,466.8584054283947,None,466.8584054283947,None,-25,2.006,0.012820416515751276,None,468.7860596749706,None,468.7860596749706,None,470.8122248266209,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Unpleasant,,,images/3064.jpg,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.8303280912496,486.8114315881394,486.8114315881394,None,num_7,2.118602674356225,486.8114315881394,None,486.8114315881394,None,-36,2.182,0.005545157653614297,None,488.9467259231842,None,488.9467259231842,None,491.14891339848873,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Neutral,,,images/7150.jpg,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.1669382406744,507.131676987281,507.1485714646278,None,num_1,1.101644798023699,507.1485714646278,None,507.1485714646278,None,5,2.819,0.0146595880141831,None,508.27669029655954,None,508.27669029655954,None,511.1185978668491,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Pleasant,,,images/2300.jpg,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.1509866354336,527.1018067508794,527.1185684208758,None,num_2,1.9023448309853848,527.1185684208758,None,527.1185684208758,None,27,2.087,0.012623008302398375,None,529.0454107998812,None,529.0454107998812,None,531.1556372965115,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Unpleasant,,,images/2120.jpg,,,,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.1697208852183,547.1384772044585,547.155102161003,None,num_4,1.6356472360293992,547.155102161003,None,547.155102161003,None,-12,2.087,0.0127573179997853,None,548.8151601094796,None,548.8151601094796,None,550.9252646156438,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Neutral,,,images/2397.jpg,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.9621183553882,566.9248583813915,566.9248583813915,None,num_1,1.201914649342143,566.9248583813915,None,566.9248583813915,None,-6,2.17,0.012495909862991539,None,568.1516644937747,None,568.1516644937747,None,570.344368863105,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Unpleasant,,,images/6836.jpg,,,,,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.3761813319143,586.327743005153,586.3441960933596,None,num_4,1.935986555808995,586.3441960933596,None,586.3441960933596,None,-24,1.77,0.013234162499429658,None,588.3053397269159,None,588.3053397269159,None,590.0974538547034,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Neutral,,,images/7491.jpg,,,,,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.1314591471655,606.0805689923673,606.0972624558726,None,num_1,1.4019627844954812,606.0972624558726,None,606.0972624558726,None,9,3.223,0.013245279855254921,None,607.5249030311024,None,607.5249030311024,None,610.7682295367758,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,Pleasant,,,images/4597.jpg,,,,,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.8067692087661,626.751065538625,626.76800869197,None,num_2,1.184562857990386,626.76800869197,None,626.76800869197,None,21,1.387,0.01293940228788415,None,627.9778851721185,None,627.9778851721185,None,629.3866866338412,None,,,,,,,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.4119593921987,None,space,8.142714119554512,644.435353918072,None,840,002,2019_May_01_2101,MAER M R1 P2 v1,3.1.0,59.95732169790571,
